# BITDEPTH 8, RANGE LEGAL
0,16,16,16,0
1,49,49,49,153
2,69,69,69,249
3,77,77,77,284
4,83,83,83,313
5,97,97,97,378
6,104,104,104,411
7,111,111,111,443
8,114,114,114,459
9,118,118,118,475
10,121,121,121,491
11,124,124,124,506
12,128,128,128,522
13,131,131,131,537
14,134,134,134,553
15,137,137,137,568
16,140,140,140,582
17,144,144,144,597
18,147,147,147,613
19,150,150,150,628
20,158,158,158,664
21,158,158,158,666
22,235,235,235,1023
