# BITDEPTH 8, RANGE LEGAL
0,16,16,16,0
1,73,73,73,268
2,88,88,88,335
3,102,102,102,402
4,109,109,109,436
5,117,117,117,470
6,120,120,120,485
7,123,123,123,500
8,126,126,126,516
9,130,130,130,531
10,133,133,133,549
11,136,136,136,563
12,140,140,140,579
13,143,143,143,594
14,146,146,146,610
15,150,150,150,627
16,154,154,154,643
17,157,157,157,658
18,160,160,160,674
19,164,164,164,692
20,235,235,235,1023
