# BITDEPTH 8, RANGE LEGAL
0,16,16,16,0 Black
1,235,235,235,100 White
2,235,158,158,25_Red
3,235,115,115,50_Red
4,235,80,80,75_Red
5,235,16,16,100_Red
6,182,235,182,25_Green
7,139,235,139,50_Green
8,99,235,99,75_Green
9,16,235,16,100_Green
10,182,182,235,25_Blue
11,139,139,235,50_Blue
12,99,99,235,75_Blue
13,16,16,235,100_Blue
14,202,235,235,25_Cyan
15,167,235,235,50_Cyan
16,123,235,235,75_Cyan
17,16,235,235,100_Cyan
18,235,196,235,25_Magenta
19,235,156,235,50_Magenta
20,235,115,235,75_Magenta
21,235,16,235,100_Magenta
22,235,235,196,25_Yellow
23,235,235,156,50_Yellow
24,235,235,112,75_Yellow
25,235,235,16,100_Yellow
