# BITDEPTH 8, RANGE LEGAL
0,16,16,16,0
1,62,62,62,213
2,74,74,74,273
3,87,87,87,334
4,94,94,94,365
5,100,100,100,395
6,104,104,104,410
7,107,107,107,424
8,110,110,110,439
9,113,113,113,454
10,116,116,116,469
11,120,120,120,484
12,123,123,123,499
13,126,126,126,513
14,129,129,129,529
15,133,133,133,545
16,137,137,137,565
17,142,142,142,587
18,147,147,147,613
19,154,154,154,644
20,235,235,235,1023
